flash_id,time,lma_base,arq_ka,print_date,dist_1,dist_itp,area,duration,init_alt,init_lat,init_lon,volume,spectrum_width,turbulence,dVRdr,dVRde,mean,weighted_mean,weighted_std,std,vel_dealias
1524,223151,./lightning/LYLOUT_150710_223000_0600.dat.flash.h5,./radar/Ka2150710223151.RAW3LMV.nc,10 July 2015,6401.25617054131,9.84359657945333,93.10406,0.85967207,12607.74,33.33145,-102.23803,501.72293,2.1880636,0.50833976,-0.012842459,0.0058553293,"[2.374877913351196, 0.2000194750726223]","[2.28535867428453, 0.2111412796702394]","[0.060187262227609284, 0.020222537854032878]","[0.1573245715915266, 0.06468277965084424]",-4.694295
1608,223151,./lightning/LYLOUT_150710_223000_0600.dat.flash.h5,./radar/Ka2150710223151.RAW3LMV.nc,10 July 2015,7948.14319902738,26.1638135278554,76.80433,0.7204346,10052.02,33.40073,-102.21785,265.21594,1.9878757,0.53018457,0.015444904,-0.024051735,"[7.857721872127675, 0.4771270751953125]","[7.857721872127675, 0.4771270751953125]","[nan, nan]","[0.0, 0.0]",-12.3595495
2210,223151,./lightning/LYLOUT_150710_223000_0600.dat.flash.h5,./radar/Ka2150710223151.RAW3LMV.nc,10 July 2015,8613.20818529132,66.4945645161643,162.037,1.1190909,5446.76,33.38616,-102.24858,569.11523,1.3040735,0.33913538,0.011239765,-9.318728E-05,"[3.7019938182822636, 0.24168414622545242]","[4.7173926636584556, 0.4487833645423669]","[0.4480435126146313, 0.09123010587003662]","[0.943260624273804, 0.1921909118603231]",-7.181695
2187,223259,./lightning/LYLOUT_150710_223000_0600.dat.flash.h5,./radar/Ka2150710223259.RAW3LN8.nc,10 July 2015,5301.92944301546,13.7535894169232,82.356865,1.1013184,11566.25,33.329998,-102.25111,440.64716,0.19601399,0.040871218,-0.0002291135,-0.0021636307,0,0,0,0,4.782781
2481,223259,./lightning/LYLOUT_150710_223000_0600.dat.flash.h5,./radar/Ka2150710223259.RAW3LN8.nc,10 July 2015,2282.54436897493,2.20477079349166,140.01642,0.9491915,12172.97,33.32719,-102.22203,810.4009,1.6847363,0.37353128,-0.010762548,-0.011002684,"[3.5106207723226355, 0.4073171392083168]","[3.4210085883703156, 0.41458750897531854]","[0.13344627609073892, 0.027965813413798415]","[0.34271672651150464, 0.088705260332839]",-5.0258484
2643,223259,./lightning/LYLOUT_150710_223000_0600.dat.flash.h5,./radar/Ka2150710223259.RAW3LN8.nc,10 July 2015,7316.30204157981,6.6717676343942,109.96527,0.9089334,10901.68,33.359566,-102.24304,677.5237,1.3463144,0.30362192,-0.0054998132,0.011323752,"[0.07791366090513191, 0.4116378426551819]","[0.07791366090513191, 0.41163784265518183]","[nan, inf]","[0.0, 0.0]",-7.606339
2702,223259,./lightning/LYLOUT_150710_223000_0600.dat.flash.h5,./radar/Ka2150710223259.RAW3LN8.nc,10 July 2015,12404.6699753773,1.2479229543369,202.84486,1.4479642,5240.6,33.372337,-102.005974,786.03705,1.3691119,0.39059582,-0.0007313245,-0.020823494,"[0.2592582229431421, 0.470158037814227]","[0.25247680464691324, 0.4544856056288181]","[0.052834688437834496, 0.03712660996672756]","[0.17275885612518746, 0.10792442297367126]",-2.1857777
2961,223259,./lightning/LYLOUT_150710_223000_0600.dat.flash.h5,./radar/Ka2150710223259.RAW3LN8.nc,10 July 2015,6319.78777969785,0.967642032148433,69.63189,0.8112623,12235.97,33.315544,-102.27507,427.9007,1.640661,0.36266264,-0.006037591,0.012039607,0,0,0,0,-1.401435
3140,223259,./lightning/LYLOUT_150710_223000_0600.dat.flash.h5,./radar/Ka2150710223259.RAW3LN8.nc,10 July 2015,12417.0385039123,36.2764437061924,122.542694,0.90008986,8764.74,33.424732,-102.2491,830.3018,1.6864935,0.4087969,0.023075959,-0.014906705,"[2.1534344735709188, 0.37486384560664493]","[2.0396591217214097, 0.3606549786541766]","[0.265938771863971, 0.01926096800087948]","[0.9858939244581713, 0.0697809620297783]",-6.278816
3832,223409,./lightning/LYLOUT_150710_223000_0600.dat.flash.h5,./radar/Ka2150710223409.RAW3LPS.nc,10 July 2015,5855.78692030615,62.3409560675536,53.19818,0.91458714,12147.83,33.367825,-102.19411,289.1805,1.5706162,0.39833537,-0.009726823,0.016726745,"[2.427911811481332, 0.35523037798702717]","[2.339124802232549, 0.3338373008629761]","[0.07919334121196772, 0.014562380143962774]","[0.4099160419912475, 0.07574785994520745]",-8.44326
